,work_year,full_time_employee,salary_in_usd,US_resident,remote_ratio,US_location,Entry_Exp,Expert_Exp,Mid_Exp, Senior_Exp,Data Analyst,Data Engineer,Data Scientist,Machine Learning Engineer,USD,EUR,GBP,INR,Other_Currency,Large_Company,Midsize_Company,Small_Company
279,2022,1,70500,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
280,2022,1,175100,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
281,2022,1,140250,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
282,2022,1,54000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
283,2022,1,100000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
284,2022,1,25000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
285,2022,1,220110,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
286,2022,1,160080,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
287,2022,1,154000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
288,2022,1,126000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
289,2020,1,59303,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
290,2020,1,79833,0,50,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
291,2021,1,150000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
292,2021,1,153000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
293,2021,1,174000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
294,2021,1,40189,0,100,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
295,2021,1,127221,0,50,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
296,2022,1,60000,0,100,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
297,2021,1,113476,0,100,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
298,2021,1,200000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
299,2020,1,125000,0,50,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
300,2020,1,56000,0,100,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
301,2021,1,276000,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
302,2021,1,103160,0,100,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
303,2021,1,160000,0,50,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
304,2022,1,118187,0,100,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
305,2021,1,200000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
306,2021,1,185000,1,100,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
307,2021,1,600000,1,100,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
308,2020,1,45896,0,50,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
309,2021,0,12000,0,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
310,2021,0,12000,0,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
311,2021,1,18053,0,100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
312,2021,1,55000,0,100,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
313,2022,1,120000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
314,2022,1,200000,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
315,2021,1,54238,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
316,2021,1,110037,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
317,2022,1,157000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
318,2022,1,380000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
319,2022,1,177000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
320,2020,1,5707,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
321,2020,1,103000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
322,2021,1,76833,0,100,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
323,2021,1,63831,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
324,2021,1,69741,0,100,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
325,2021,1,90000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
326,2021,1,76833,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
327,2020,1,190200,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
328,2021,1,240000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
329,2021,1,144000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
330,2021,1,152000,1,100,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
331,2021,1,174000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
332,2021,1,54094,0,50,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
333,2021,1,94665,0,50,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
334,2022,1,161342,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
335,2022,1,137141,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
336,2022,1,241000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
337,2022,1,159000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
338,2022,1,152500,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
339,2020,1,79833,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
340,2020,1,35735,0,50,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
341,2020,1,51321,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
342,2020,1,40481,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
343,2020,1,39916,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
344,2020,1,68428,0,100,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
345,2020,1,45760,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
346,2020,1,76958,0,100,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
347,2020,1,105000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
348,2020,1,38776,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
349,2020,1,118000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
350,2020,1,120000,1,50,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
351,2020,1,138350,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
352,2020,0,21669,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
353,2020,1,412000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
354,2020,1,62726,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
355,2020,1,49268,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
356,2020,1,105000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
357,2020,1,91237,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
358,2020,1,62726,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
359,2020,1,42197,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
360,2021,1,53192,0,50,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
361,2021,1,29751,0,50,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
362,2021,1,73000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
363,2021,1,50000,0,100,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
364,2021,1,9466,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
365,2021,1,49646,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
366,2021,1,100000,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
367,2021,1,80000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
368,2021,1,82500,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
369,2021,1,150000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
370,2021,1,75774,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
371,2021,1,13400,0,100,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
372,2021,1,119059,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
373,2021,1,2859,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
374,2021,1,40038,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
375,2021,1,5679,0,100,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
376,2021,1,90734,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
377,2021,1,147000,1,50,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
378,2021,1,61467,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
379,2021,1,37825,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
380,2021,1,160000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
381,2021,1,12901,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
382,2021,1,90734,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
383,2021,1,116914,0,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
384,2021,1,33808,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
385,2021,1,56256,0,50,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
386,2021,1,87738,0,100,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
387,2021,1,88654,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
388,2021,1,135000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
389,2021,1,46809,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
390,2021,1,4000,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
391,2021,1,103691,0,100,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
392,2021,1,165000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
393,2021,1,36643,0,50,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
394,2021,1,115000,1,50,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
395,2021,1,90000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
396,2021,1,28399,0,100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
397,2021,1,130000,1,50,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
398,2021,1,16904,0,100,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
399,2021,1,25532,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
400,2021,1,77684,0,50,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
401,2021,1,100000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
402,2021,1,58000,1,50,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
403,2021,1,20171,0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
404,2021,1,109000,1,50,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
405,2022,1,130000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
406,2022,1,90000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
407,2022,1,136620,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
408,2022,1,99360,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
409,2022,1,117789,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
410,2022,1,104702,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
411,2022,1,146000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
412,2022,1,123000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
413,2022,1,65438,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
414,2022,1,39263,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
415,2022,1,165220,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
416,2022,1,120160,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
417,2022,1,180000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
418,2022,1,120000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
419,2022,1,95550,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
420,2022,1,167000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
421,2022,1,123000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
422,2022,1,150000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
423,2022,1,211500,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
424,2022,1,138600,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
425,2022,1,170000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
426,2022,1,123000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
427,2022,1,215300,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
428,2022,1,158200,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
429,2022,1,180000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
430,2022,1,71982,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
431,2022,1,45807,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
432,2022,1,260000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
433,2022,1,180000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
434,2022,1,80000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
435,2022,1,140400,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
436,2022,1,215300,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
437,2022,1,31615,0,100,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
438,2022,1,18442,0,100,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
439,2022,1,104890,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
440,2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
441,2022,1,220000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
442,2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
443,2022,1,183228,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
444,2022,1,91614,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
445,2022,1,185100,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
446,2022,1,200000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
447,2022,1,120000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
448,2022,1,230000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
449,2022,0,100000,0,50,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
450,2022,0,100000,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
451,2022,1,35590,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
452,2022,1,100000,0,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
453,2022,1,165000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
454,2022,1,52396,0,100,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
455,2022,1,40000,0,100,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
456,2022,1,86703,0,50,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
457,2022,1,48000,0,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
458,2022,1,122346,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
459,2022,1,69336,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
460,2022,1,135000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
461,2022,1,78000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
462,2022,1,141300,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
463,2022,1,102100,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
464,2022,1,205300,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
465,2022,1,140400,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
466,2022,1,176000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
467,2022,1,144000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
468,2022,1,205300,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
469,2022,1,140400,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
470,2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
471,2022,1,210000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
472,2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
473,2022,1,210000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
474,2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
475,2022,1,210000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
476,2022,1,140000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
477,2022,1,230000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
478,2022,1,150000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
479,2022,1,210000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
480,2022,1,160000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
481,2022,1,130000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
482,2021,1,165000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
483,2020,1,325000,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
484,2021,1,153667,0,100,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
485,2021,1,168000,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
486,2021,1,130026,0,50,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
487,2021,1,250000,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
488,2021,1,141846,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
489,2022,1,196979,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
490,2021,1,235000,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
491,2021,1,230000,0,50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
492,2021,1,102839,0,100,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
493,2022,1,200000,0,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
494,2022,1,32974,0,100,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
495,2021,1,85000,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
496,2021,1,110000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
497,2022,1,224000,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
498,2022,1,167875,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
499,2020,1,190000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
500,2020,1,115000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
501,2021,1,40570,0,50,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
502,2020,1,148261,0,100,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
503,2021,1,151000,1,100,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
504,2021,1,220000,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
505,2021,1,235000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
506,2021,0,416000,1,100,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
507,2021,1,173762,0,100,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
508,2022,1,162674,0,100,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
509,2020,1,42000,0,50,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
510,2020,1,450000,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
511,2021,1,82528,0,50,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
512,2021,1,187442,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
513,2021,1,62649,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
514,2021,1,60757,0,50,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
515,2021,1,96113,0,50,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
516,2021,1,50000,0,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
517,2021,1,56738,0,50,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
518,2021,1,63810,0,100,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
519,2021,1,100000,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
520,2021,1,69999,0,50,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
521,2022,1,144000,1,50,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
522,2022,1,93427,0,50,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
523,2022,1,64849,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
524,2022,1,120000,1,100,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
525,2021,0,105000,1,100,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
526,2021,1,38400,0,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
527,2021,1,423000,1,50,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
528,2022,0,31875,0,100,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
529,2022,1,75000,0,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
530,2022,1,79039,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
531,2022,1,87932,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
532,2021,1,100000,0,50,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
533,2022,1,78791,0,100,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
534,2022,1,78791,0,100,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
535,2020,1,150000,1,50,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
536,2020,1,43331,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
537,2020,1,250000,1,50,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
538,2020,1,138000,1,100,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
539,2020,1,45618,0,100,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
540,2021,1,47282,0,100,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
541,2021,1,94564,0,50,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
542,2021,1,20000,0,100,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
543,2021,1,82744,0,50,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
544,2021,1,125000,1,100,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
545,2021,1,81000,1,50,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
546,2021,1,74000,0,50,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
547,2021,1,21844,0,50,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
548,2021,1,24342,0,100,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
549,2021,1,200000,1,100,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
550,2021,1,24823,0,50,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
551,2021,1,24823,0,50,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
552,2021,1,88654,0,100,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
553,2021,1,46597,0,100,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
554,2021,1,185000,1,50,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
555,2021,1,66265,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
556,2021,1,85000,0,100,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
557,2021,1,51064,0,50,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
558,2022,1,189650,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
559,2022,1,164996,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
560,2022,1,37300,0,100,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
561,2022,1,124333,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
562,2022,1,98158,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
563,2022,1,87932,0,100,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
564,2022,1,189650,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
565,2022,1,164996,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
566,2022,1,120000,1,100,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
